id,name,type,region,locality,lat,lon
3118,monument student,"Monuments, sculptures, memorials",The Republic of Buryatia,,112.348699,54.544222
3119,Monument Suleiman Stalskiy,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,47.504682,42.98306
3120,Monument Tamara Hahlynovoy,"Monuments, sculptures, memorials",Republic of Kalmykia,Elista,44.279137,46.298528
3121,Monument Tambov peasant,"Monuments, sculptures, memorials",Tambov Region,Tambov,41.832692,52.435401
3122,Monument Tatarkanu Kokoity,"Monuments, sculptures, memorials",Republic of North Ossetia - Alania,Vladikavkaz,44.68196,43.02115
3123,Timiryazev monument on Tverskoy Boulevard,"Monuments, sculptures, memorials",Moscow,,Not found,
3124,Monument Torkel Knutsson,"Monuments, sculptures, memorials",Leningrad region,Vyborg,28.749404,60.710232
3125,Totleben monument,military glory,Sevastopol,,33.489912,44.499691
3126,monument Trezzini,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.288101,59.936562
3127,Monument Trokayu Borisov,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,53.206891,56.852676
3128,Monument of the Millennium of Russia,"Monuments, sculptures, memorials",Novgorod region,Novgorod,31.269915,58.52281
3129,Monument UBUS Han,"Monuments, sculptures, memorials",Republic of Kalmykia,Elista,44.269759,46.307743
3130,Monument Ural Volunteer Tank Complex,military glory,Perm,Permian,Not found,
3131,Monument to the Urals Volunteer Tank Corps,"Monuments, sculptures, memorials",Sverdlovsk region,Ekaterinburg,Not found,
3132,Monument to Fyodor Dostoyevsky,"Monuments, sculptures, memorials",Omsk region,Omsk,73.368212,54.989342
3133,Monument FH Grail,"Monuments, sculptures, memorials",Perm,Permian,56.229434,58.01045
3134,Monument F. Dzerzhinsky,"Monuments, sculptures, memorials",Sverdlovsk region,Nizhny Tagil,Not found,
3135,Monument F. Dzerzhinsky,"Monuments, sculptures, memorials",Moscow,,37.659569,55.767261
3136,Monument FA Shcherbina,"Monuments, sculptures, memorials",Krasnodar region,Krasnodar,38.917021,45.034381
3137,Monument FG Loginov,"Monuments, sculptures, memorials",Volgograd region,Volzhsky,44.751867,48.786293
3138,Monument FM Dostoevsky,"Monuments, sculptures, memorials",Moscow,,Not found,
3139,Monument FM Dostoevsky,"Monuments, sculptures, memorials",Moscow,,Not found,
3140,"Monument FM Dostoevsky ""cross bearing""","Monuments, sculptures, memorials",Omsk region,Omsk,73.368212,54.989342
3141,Monument FM Dostoevsky in Staraya Russa,"Monuments, sculptures, memorials",Novgorod region,Staraya Russa,31.355452,57.990715
3142,monument F.M.Haritovu,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Rybinsk,38.858406,58.048454
3143,monument Ushakov,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Rybinsk,Not found,
3144,Monument FE Dzerzhinsky,"Monuments, sculptures, memorials",Khanty-Mansi Autonomous Area,Nizhnevartovsk,Not found,
3145,Monument FE Dzerzhinsky,"Monuments, sculptures, memorials",Volgograd region,Volgograd,Not found,
3146,Ranevskaya monument,"Monuments, sculptures, memorials",Rostov region,Taganrog,38.830675,47.217708
3147,Monument to Fyodor Ivanovich Chaliapin,"Monuments, sculptures, memorials",Kirov region,Kirov,49.721706,58.605133
3148,"Monument to Fyodor Solntsev and ""26 Baku commissars""","Monuments, sculptures, memorials",Smolensk region,Gagarin,Not found,
3149,Monument to Franz de Volan Pavlovich,"Monuments, sculptures, memorials",Rostov region,Novocherkassk,Not found,
3150,Monument to Friedrich Engels,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
3151,Monument to Fyodor Volkov,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Yaroslavl,39.87662,57.658939
3152,Pamyatnik Khongoru,"Monuments, sculptures, memorials",Republic of Kalmykia,Elista,44.269759,46.307743
3153,Monument Invisible Man,"Monuments, sculptures, memorials",Sverdlovsk region,Ekaterinburg,60.597465,56.838011
3154,Monument Invisible Man,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
3155,Pamyatnik updated Valikhanova,"Monuments, sculptures, memorials",Omsk region,Omsk,73.368212,54.989342
3156,Monument of Sherlock Holmes and Dr. Watson,"Monuments, sculptures, memorials",Moscow,,37.617635,55.755814
3157,Monument Edith Södergran,"Monuments, sculptures, memorials",Leningrad region,Roshchino,29.706298,61.162446
3158,Monument Eleanor Prey,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,131.885485,43.115536
3159,Monument to Yuri Gagarin,"Monuments, sculptures, memorials",Moscow,,37.62342,55.766552
3160,Monument to Yuri Gagarin,"Monuments, sculptures, memorials",Bryansk region,Bryansk,34.317593,53.218831
3161,Monument to Yuri Gagarin,"Monuments, sculptures, memorials",Rostov region,Novocherkassk,40.135056,47.463182
3162,Monument to Yuri Zhdanov,"Monuments, sculptures, memorials",Rostov region,Rostov-on-Don,39.671355,47.219642
3163,Monument Youth Buryatia,"Monuments, sculptures, memorials",The Republic of Buryatia,,107.826454,51.855429
3164,Monument to Yuri Gagarin,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,53.206891,56.852676
3165,Monument to Yuri Gagarin,"Monuments, sculptures, memorials",Orenburg region,Orenburg,52.796837,53.54843
3166,Yury Dolgoruky Monument,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
3167,Yury Dolgoruky Monument,"Monuments, sculptures, memorials",Kostroma region,Kostroma,40.926858,57.767961
3168,Monument to Yuri Nikulin,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
3169,Monument to Yuri Nikulin in Demidov,"Monuments, sculptures, memorials",Smolensk region,Demidov,Not found,
3170,Monument to Yuri Nozhikovu,"Monuments, sculptures, memorials",Irkutsk region,Irkutsk,104.281047,52.287054
3171,Monument EP Baklanov,"Monuments, sculptures, memorials",Rostov region,Novocherkassk,40.093725,47.422052
3172,Monument YV Dyachenko,"Monuments, sculptures, memorials",Khabarovsk region,Khabarovsk,135.053726,48.474053
3173,Monument JP Garelina,"Monuments, sculptures, memorials",Ivanovo region,Ivanovo,40.973921,57.000348
3174,Monument Yak-7B,"Monuments, sculptures, memorials",Nenets Autonomous Okrug,Naryan-Mar,Not found,
3175,Памятник автомобилистам  Великой Отечественной войны &quot;ЗИС-5&quot;,"Monuments, sculptures, memorials",Volgograd region,Volgograd,Not found,
3176,Monument to Admiral MP Lazarus,"Monuments, sculptures, memorials",Krasnodar region,Novorossiysk,37.768974,44.723912
3177,Monument to Admiral Makarov,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,131.885485,43.115536
3178,Monument to Admiral NG Kuznetsov in Arkhangelsk,military glory,Arhangelsk region,Arkhangelsk,Not found,
3179,Monument to Admiral NG Kuznetsov Kotlas,military glory,Arhangelsk region,Kotlas,Not found,
3180,Monument to Admiral NG Nevelsky,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,Not found,
3181,The monument to Admiral Nakhimov,military glory,Sevastopol,,33.489912,44.499691
3182,Monument to Admiral Senyavin,military glory,Sevastopol,,33.489912,44.499691
3183,Monument to Admiral Ushakov,"Monuments, sculptures, memorials",Tambov Region,Tambov,41.832692,52.435401
3184,Monument of the Russian Navy Admiral FF Ushakov,"Monuments, sculptures, memorials",The Republic of Mordovia,Saransk,45.183938,54.187433
3185,Monument to academician AE Fersman,"Monuments, sculptures, memorials",Murmansk region,Apatity,33.391098,67.566994
3186,Monument to Academician Vladimir Larionov,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
3187,Monument to Academician NN Bogolyubov,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3188,Monument to Academician Sakharov,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3189,Monument Rotan Amur Belogorsk,"Monuments, sculptures, memorials",Amur region,Belogorsk,Not found,
3190,monument artekovtsev,"Monuments, sculptures, memorials",Altai region,Belokurikha,84.984004,51.99606
3191,Pamjatnik ʙaʙru,"Monuments, sculptures, memorials",Irkutsk region,Irkutsk,104.281047,52.287054
3192,Monument bard Arcadia North,"Monuments, sculptures, memorials",Ivanovo region,Ivanovo,Not found,
3193,Sightseeing барону Мюнхгаузену,"Monuments, sculptures, memorials",Kaliningrad region,Kaliningrad,20.512733,54.710454
3194,monument behemoth,"Monuments, sculptures, memorials",Volgograd region,Volgograd,44.516948,48.707067
3195,Monument stray dogs,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
3196,Monument blockade regulirovschitsa,military glory,Leningrad region,,29.706298,61.162446
3197,Monument to soldiers of the Taman army,"Monuments, sculptures, memorials",Krasnodar region,Tuapse,39.076176,44.100852
3198,monument fan,"Monuments, sculptures, memorials",Tomsk region,Tomsk,84.947649,56.48464
3199,Monument to fighters for Soviet power,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,Not found,
3200,Monument to fighters for Soviet power in Transbaikalia,"Monuments, sculptures, memorials",Transbaikal region,,116.200424,52.847258
3201,Monument to the Good Soldier Schweik,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,Not found,
3202,"Monument armored train ""Kozma Minin""",military glory,Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3203,"Monument to the letter ""O""","Monuments, sculptures, memorials",Vologda Region,Vologda,39.891523,59.220496
3204,Monument to the letter E,"Monuments, sculptures, memorials",Ulyanovsk region,,Not found,
3205,Monument to the bull-producer,"Monuments, sculptures, memorials",Voronezh region,,41.195715,51.155806
3206,Monument in honor of the 300th anniversary of the defense of Pskov by Stefan Batory troops,"Monuments, sculptures, memorials",Pskov region,Pskov,Not found,
3207,Monument in honor of the 50th anniversary of the Red Army,military glory,Pskov region,Pskov,28.431562,57.796334
3208,Monument in honor of Aigun contract,"Monuments, sculptures, memorials",Amur region,,Not found,
3209,A monument in honor capes tunnel number 4,"Monuments, sculptures, memorials",The Republic of Buryatia,,Not found,
3210,Monument in honor of Japan and the Primorye,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,131.885485,43.115536
3211,Monument in honor of the military builders,"Monuments, sculptures, memorials",Transbaikal region,Krasnokamensk,118.040317,50.101099
3212,Monument in honor of fellow soldiers who died in World War II,military glory,Transbaikal region,Petrovsk-Zabaykalsky,108.846689,51.274889
3213,Monument in honor of awarding the Order of Lenin Amur region,"Monuments, sculptures, memorials",Amur region,Blagoveshchensk,127.501535,50.261119
3214,Monument in honor of sboyka tunnel number 2,"Monuments, sculptures, memorials",The Republic of Buryatia,Severobaikalsk,Not found,
3215,A monument in honor of Tomsk quatercentenary,"Monuments, sculptures, memorials",Tomsk region,Tomsk,85.047586,56.536892
3216,Monument to the great explorers Semyon Dezhnev,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
3217,Monument fan and abnormally hot summer in 2012,"Monuments, sculptures, memorials",Sverdlovsk region,,Not found,
3218,Monument cheerful goat,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3219,monument to love,"Monuments, sculptures, memorials",Saratov region,Saratov,48.379731,49.899417
3220,monument Vodovozov,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
3221,monument plumber,"Monuments, sculptures, memorials",Perm,Permian,56.229434,58.01045
3222,monument plumber,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Rybinsk,38.858406,58.048454
3223,Monument governor Dmitry Kondyrovu,"Monuments, sculptures, memorials",Kaluga region,Kondrovo,Not found,
3224,Monument military communications,"Monuments, sculptures, memorials",Sverdlovsk region,Ekaterinburg,60.597465,56.838011
3225,Monument to the soldiers of the 28th Army,"Monuments, sculptures, memorials",Republic of Kalmykia,Elista,44.246609,46.313146
3226,Monument Olonets regiments and popular militias Russian army 1698-1920 gg.,military glory,The Republic of Karelia,Petrozavodsk,34.346878,61.785017
3227,Monument Afghans,"Monuments, sculptures, memorials",Volgograd region,Volgograd,44.516948,48.707067
3228,Monument in Uryupinsk,"Monuments, sculptures, memorials",Volgograd region,Uryupinsk,41.99473,50.794539
3229,Monument to the defenders and liberators of Smolensk,"Monuments, sculptures, memorials",Smolensk region,,Not found,
3230,Monument to the soldiers who died during the capture of Kazan,military glory,Republic of Tatarstan,Kazan,Not found,
3231,Monument to the soldiers who died in the Great Patriotic War of 1941-1945,"Monuments, sculptures, memorials",Amur region,Belogorie,Not found,
3232,Monument to the soldiers who died during the Great Patriotic War,military glory,Altai region,Quick Source,84.389939,52.371292
3233,Monument to the soldiers who died of wounds in hospitals of the city of Novosibirsk in WWII,military glory,Novosibirsk region,Novosibirsk,82.92043,55.030199
3234,Monument-motorists,military glory,Tula region,Tula,37.617348,54.193122
3235,Monument to soldiers-countrymen who perished during the Great Patriotic War,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.732178,62.027216
3236,Monument to soldiers-internationalists,"Monuments, sculptures, memorials",Amur region,Blagoveshchensk,127.527173,50.29064
3237,Monument to soldiers-internationalists,"Monuments, sculptures, memorials",Samara Region,Samara,50.101783,53.195538
3238,Monument to soldiers-internationalists,military glory,Kaliningrad region,Kaliningrad,20.512733,54.710454
3239,Monument to soldiers-internationalists,military glory,Yamalo-Nenets Autonomous Okrug,Taz,80.351481,67.875308
3240,Monument to soldiers-internationalists,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Rybinsk,38.858406,58.048454
3241,Monument to soldiers-liberators,military glory,Yamalo-Nenets Autonomous Okrug,Tarko-Sale,77.761055,64.911819
3242,Monument to soldiers-liberators,"Monuments, sculptures, memorials",Krasnodar region,Krasnodar,38.975313,45.03547
3243,Monument-severobaykaltsam,"Monuments, sculptures, memorials",The Republic of Buryatia,Severobaikalsk,109.335597,55.635996
3244,Monument-athletes,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.315868,59.939095
3245,Monument to soldiers-internationalists,"Monuments, sculptures, memorials",Kirov region,Kirov,49.721706,58.605133
3246,The monument of military glory,military glory,The Republic of Khakassia,Abakan,89.711307,54.638632
3247,Monument to the Liberator Soldier,military glory,Novgorod region,Hill,31.181835,57.148835
3248,Monument Soldier winner,"Monuments, sculptures, memorials",Tomsk region,Tomsk,84.947649,56.48464
3249,Monument to the Governor-General Sirotkina,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
3250,The monument to Lieutenant General MG Ephraim Vyazma,"Monuments, sculptures, memorials",Smolensk region,Vyazma,Not found,
3251,A monument to Generalissimo AV Suvorov,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
3252,monument to Generalissimo Alexander Suvorov,"Monuments, sculptures, memorials",Krasnodar region,Slavyansk-na-Kubani,Not found,
3253,Monument to General A. P. ermolov,"Monuments, sculptures, memorials",Oryol Region,Eagle,36.095188,52.908291
3254,Monument to General Margelov,"Monuments, sculptures, memorials",Ryazan Oblast,,39.734767,54.729444
3255,Monument to General de Gaulle,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
3256,Monument to the Heroic Defenders of Smolensk from the French troops,"Monuments, sculptures, memorials",Smolensk region,Smolensk,32.045251,54.782635
3257,Monument to the heroes of the third battery of Lieutenant AP Maksutova,"Monuments, sculptures, memorials",Kamchatka Krai,Petropavlovsk-Kamchatsky,158.659161,53.03489
3258,Monument to the Heroes of the Guards Tank Corps,military glory,Rostov region,Tatsinskaya,Not found,
3259,Monument to the heroes of the Civil War,"Monuments, sculptures, memorials",The Republic of Ingushetia,Trinity,Not found,
3260,Monument to the heroes of the First World War,military glory,Kaliningrad region,Kaliningrad,Not found,
3261,Monument to the heroes of World War I.,"Monuments, sculptures, memorials",Pskov region,Pskov,Not found,
3262,Monument to the heroes and victims of the 1905 revolution,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,Not found,
3263,"Monument to the heroes of peacetime, fire and rescue workers","Monuments, sculptures, memorials",Novosibirsk region,Novosibirsk,82.92043,55.030199
